"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","HHDI","GROSSADJ","USD_CAP","A","2005",24567.8758629594,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2006",25787.0605331125,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2007",26564.4881554604,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2008",27163.0831779131,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2009",26910.6475885457,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2010",27632.9377767968,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2011",27563.1040958994,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2012",28630.6462837624,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2013",29252.6844068104,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2014",29726.9653840956,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2015",30915.3038284633,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2016",31697.7679008483,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2017",32417.6286543526,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2018",33296.7681524208,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2019",34823.1124761365,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2020",34909.4662524586,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2021",36793.1553969446,
"USA","HHDI","GROSSADJ","USD_CAP","A","1970",4105.49595053855,
"USA","HHDI","GROSSADJ","USD_CAP","A","1971",4436.84881459084,
"USA","HHDI","GROSSADJ","USD_CAP","A","1972",4771.30763990778,
"USA","HHDI","GROSSADJ","USD_CAP","A","1973",5284.99203072582,
"USA","HHDI","GROSSADJ","USD_CAP","A","1974",5748.87098991108,
"USA","HHDI","GROSSADJ","USD_CAP","A","1975",6341.29675758516,
"USA","HHDI","GROSSADJ","USD_CAP","A","1976",6840.43510358299,
"USA","HHDI","GROSSADJ","USD_CAP","A","1977",7442.22174507125,
"USA","HHDI","GROSSADJ","USD_CAP","A","1978",8217.86953631378,
"USA","HHDI","GROSSADJ","USD_CAP","A","1979",9026.17585493057,
"USA","HHDI","GROSSADJ","USD_CAP","A","1980",9945.43520283147,
"USA","HHDI","GROSSADJ","USD_CAP","A","1981",10948.4055293729,
"USA","HHDI","GROSSADJ","USD_CAP","A","1982",11655.9127759261,
"USA","HHDI","GROSSADJ","USD_CAP","A","1983",12395.4728911421,
"USA","HHDI","GROSSADJ","USD_CAP","A","1984",13563.2393842483,
"USA","HHDI","GROSSADJ","USD_CAP","A","1985",14291.9599297292,
"USA","HHDI","GROSSADJ","USD_CAP","A","1986",15026.0521765143,
"USA","HHDI","GROSSADJ","USD_CAP","A","1987",15740.7134486067,
"USA","HHDI","GROSSADJ","USD_CAP","A","1988",16957.7757986787,
"USA","HHDI","GROSSADJ","USD_CAP","A","1989",18041.5000060634,
"USA","HHDI","GROSSADJ","USD_CAP","A","1990",19018.8026548779,
"USA","HHDI","GROSSADJ","USD_CAP","A","1991",19555.4426971167,
"USA","HHDI","GROSSADJ","USD_CAP","A","1992",20624.0516109948,
"USA","HHDI","GROSSADJ","USD_CAP","A","1993",21234.0876549281,
"USA","HHDI","GROSSADJ","USD_CAP","A","1994",22008.9288569205,
"USA","HHDI","GROSSADJ","USD_CAP","A","1995",22882.9205290561,
"USA","HHDI","GROSSADJ","USD_CAP","A","1996",23758.4072610246,
"USA","HHDI","GROSSADJ","USD_CAP","A","1997",24715.9282856703,
"USA","HHDI","GROSSADJ","USD_CAP","A","1998",26049.7112191024,
"USA","HHDI","GROSSADJ","USD_CAP","A","1999",27065.9513331997,
"USA","HHDI","GROSSADJ","USD_CAP","A","2000",28784.1934185086,
"USA","HHDI","GROSSADJ","USD_CAP","A","2001",29945.6254851433,
"USA","HHDI","GROSSADJ","USD_CAP","A","2002",31093.339466236,
"USA","HHDI","GROSSADJ","USD_CAP","A","2003",32345.4696482765,
"USA","HHDI","GROSSADJ","USD_CAP","A","2004",33958.2505370624,
"USA","HHDI","GROSSADJ","USD_CAP","A","2005",35202.5325835408,
"USA","HHDI","GROSSADJ","USD_CAP","A","2006",37201.8017355046,
"USA","HHDI","GROSSADJ","USD_CAP","A","2007",38661.9922670503,
"USA","HHDI","GROSSADJ","USD_CAP","A","2008",40004.9832010586,
"USA","HHDI","GROSSADJ","USD_CAP","A","2009",39622.4592859003,
"USA","HHDI","GROSSADJ","USD_CAP","A","2010",40752.9956558083,
"USA","HHDI","GROSSADJ","USD_CAP","A","2011",42186.8569013273,
"USA","HHDI","GROSSADJ","USD_CAP","A","2012",43903.2412931925,
"USA","HHDI","GROSSADJ","USD_CAP","A","2013",43860.8338657643,
"USA","HHDI","GROSSADJ","USD_CAP","A","2014",45786.2932500211,
"USA","HHDI","GROSSADJ","USD_CAP","A","2015",47228.4902068529,
"USA","HHDI","GROSSADJ","USD_CAP","A","2016",48258.3778946363,
"USA","HHDI","GROSSADJ","USD_CAP","A","2017",50047.2032368598,
"USA","HHDI","GROSSADJ","USD_CAP","A","2018",52451.2967967785,
"USA","HHDI","GROSSADJ","USD_CAP","A","2019",54747.1648649221,
"USA","HHDI","GROSSADJ","USD_CAP","A","2020",58653.4333450888,
"USA","HHDI","GROSSADJ","USD_CAP","A","2021",62334.1697314675,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1995",7913.34533232095,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1996",7885.11713396324,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1997",8021.23202465118,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1998",8264.3258177701,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1999",8558.93191487531,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2000",9404.98122970733,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2001",10222.953909002,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2002",11420.7740315217,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2003",11984.5874066279,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2004",12776.0718206177,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2005",13312.0703509895,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2006",13806.4510744382,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2007",13603.5164642203,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2008",14139.7397830801,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2009",14246.6040046809,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2010",15220.7381879418,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2011",16287.5735002264,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2012",16531.7521255845,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2013",17193.9172733869,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2014",17543.0656817193,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2015",17974.1857660738,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2016",18933.3220072533,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2017",19791.3476692934,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2018",21482.3179355094,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2019",23137.5420068115,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2020",23316.0521861173,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2021",25051.2442107623,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1975",3435.58939600438,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1976",3631.90866750082,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1977",3844.81747933663,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1978",4265.82936755162,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1979",4927.45059560938,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1980",5698.21951575171,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1981",6266.98079002067,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1982",6887.99260636906,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1983",7447.89585379474,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1984",7873.39814430038,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1985",8414.57460882137,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1986",8867.32481997989,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1987",9605.11121024788,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1988",10203.697747467,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1989",11226.7701894048,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1990",11973.9524746062,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1991",12500.0204508543,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1992",12440.6923579901,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1993",11991.9712590145,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1994",11870.2409158964,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1995",12926.2742656146,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1996",13145.3806764898,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1997",14038.9777206431,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1998",14724.2506423726,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1999",15726.9633083095,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2000",17212.7332637428,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2001",17500.8390185093,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2002",18888.2457277591,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2003",19275.5822911426,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2004",20787.0042815842,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2005",20876.7311716312,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2006",22155.8192220995,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2007",24261.6248388968,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2008",25978.2415448409,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2009",26334.7298434393,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2010",27630.5537928286,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2011",28489.4495067786,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2012",29373.983871873,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2013",30093.2105440337,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2014",30263.2133645628,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2015",30849.1223441098,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2016",32273.2230052653,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2017",33377.1258240619,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2018",34675.1907182505,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2019",36302.8561410262,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2020",37106.5203090036,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2021",37699.0627043811,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2022",40327.2461312391,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1995",18508.1009700165,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1996",18923.7611695601,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1997",19225.728683187,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1998",20111.5732817786,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1999",21027.4996642117,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2000",22906.5452563783,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2001",22909.9460952581,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2002",24433.1611060908,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2003",25103.1784429477,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2004",26077.7864907793,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2005",27118.1554171228,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2006",28474.9754551137,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2007",29403.5290818421,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2008",30475.132374413,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2009",30400.9903274413,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2010",31177.5325711971,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2011",31746.4848535024,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2012",33296.5271462556,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2013",33971.8234744652,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2014",34326.2291407177,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2015",34413.5343174674,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2016",36227.9556316761,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2017",36984.3120142911,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2018",38190.8705617069,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2019",40065.8552764624,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2020",39851.8889882896,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2021",41858.5056059157,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1995",21933.085638319,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1996",22215.8410987671,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1997",23515.4106057389,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1998",24250.3115261895,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1999",26252.7882866579,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2000",29560.7279475237,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2001",30833.0954364851,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2002",34486.6952779415,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2003",34355.1195460391,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2004",34446.865432706,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2005",34372.8540197719,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2006",36305.2627081482,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2007",36911.9332419393,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2008",38702.354925876,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2009",38479.5943239623,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2010",37908.7433613473,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2011",39248.2889605426,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2012",40660.6660862493,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2013",43403.071752342,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2014",43282.8569417899,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2015",43476.1403979943,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2016",44505.6035513456,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2017",46535.0945475953,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2018",48794.2367830408,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2019",50089.4349681677,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2020",50856.6231743111,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2021",51465.379629899,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1970",2832.11893557449,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1971",3099.70356655285,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1972",3356.17449334281,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1973",3733.81939643984,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1974",4244.23131809013,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1975",4735.06550377224,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1976",5106.24586742541,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1977",5568.40150620997,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1978",6288.02480920322,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1979",6901.49490371116,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1980",7661.8866851983,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1981",8449.25586366836,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1982",9113.4936202416,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1983",9485.53052851804,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1984",9783.90623963534,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1985",10205.761122403,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1986",10663.2602564652,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1987",11141.3159410112,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1988",11881.9544292806,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1989",12762.5634782992,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1990",13791.4247748932,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1991",14412.0753351213,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1992",15108.9592172721,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1993",15554.3850642541,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1994",15920.0233268557,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1995",16511.4231400421,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1996",17033.1559897462,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1997",17645.8559272356,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1998",18319.4884510155,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1999",19030.6282945189,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2000",21227.6373792421,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2001",22663.3092653084,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2002",24402.0803237876,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2003",23597.8397877205,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2004",24223.4593440938,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2005",24746.9632901101,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2006",25713.5138447898,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2007",26992.0668668151,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2008",27756.5303694484,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2009",27878.783870168,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2010",29168.8848984543,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2011",29757.8903248459,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2012",30369.3747884718,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2013",31388.0207749005,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2014",31699.9141206895,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2015",31890.7023268608,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2016",33550.6700073678,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2017",34316.3133231532,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2018",35280.4130143154,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2019",37576.941750325,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2020",38534.4402559513,"E"
"FRA","HHDI","GROSSADJ","USD_CAP","A","2021",39851.5142894296,"E"
"RUS","HHDI","GROSSADJ","USD_CAP","A","2011",15756.2525911506,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2012",17162.9784813834,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2013",18078.0262240164,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2014",18620.0355331589,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2015",18184.0475895096,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2016",18163.0739768852,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2017",19082.8737100682,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2018",19843.4381194872,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2019",20590.2914383328,
"NZL","HHDI","GROSSADJ","USD_CAP","A","1998",13905.0286473495,
"NZL","HHDI","GROSSADJ","USD_CAP","A","1999",14919.6974335955,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2000",14707.9804085514,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2001",15551.0056536384,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2002",15609.5069470164,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2003",16373.1741760952,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2004",17374.7492821246,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2005",17600.1476417317,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2006",19104.7566973842,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2007",20622.430444128,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2008",21181.8124509348,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2009",21493.445565578,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2010",22208.6179978369,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2011",23343.7015402789,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2012",23864.9975499336,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2013",24794.4400239715,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2014",24986.6895967349,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2015",25507.7308466571,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2016",27383.1380016027,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2017",28766.3469770512,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2018",29567.1757453887,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2019",32605.6902882177,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1995",15098.8991042001,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1996",15408.3674069198,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1997",15720.9462301861,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1998",16503.6213087631,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1999",16491.3793512059,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2000",17656.6716860486,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2001",18333.2376678051,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2002",19944.7920030689,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2003",19934.4639864218,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2004",20886.0630501077,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2005",21067.2150100109,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2006",22504.0301988627,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2007",23709.7214556707,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2008",24628.5000223929,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2009",25269.4115683377,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2010",27066.7323754663,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2011",27671.8631486807,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2012",28226.796578206,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2013",29302.6636572859,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2014",29543.8327968615,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2015",30507.1829275656,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2016",31950.5301364607,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2017",33441.2777459902,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2018",34714.1638787589,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2019",36126.0856648821,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2020",36639.3548119929,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2021",37395.2678014276,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2022",40497.1880728731,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1995",3802.95209526332,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1996",4147.78687726574,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1997",4933.22017051607,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1998",5084.25624382504,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1999",5307.18227594566,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2000",6209.22222585731,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2001",6807.93394499195,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2002",7893.62023288094,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2003",8426.76468750649,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2004",9408.73026261794,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2005",10330.0373972787,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2006",11847.3031974547,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2007",13236.4590278681,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2008",14681.8275756788,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2009",12783.556847413,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2010",13304.413241548,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2011",13227.5267602783,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2012",14457.2565638527,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2013",15351.1414007683,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2014",16226.3362357635,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2015",17350.2032922342,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2016",18769.0733832418,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2017",19936.9326307317,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2018",21259.527297963,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2019",22763.7226977441,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2020",23596.9652075953,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2021",25734.730541891,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2009",11766.756782369,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2010",13264.283693376,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2011",14997.2659132168,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2012",15597.3217850794,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2013",17002.3963411323,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2014",18268.4585990592,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2015",19693.675138809,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2016",20641.0129385635,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2017",21799.9781003222,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1995",4830.0325558615,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1996",5136.53119996183,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1997",5773.23923374346,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1998",6445.25762679165,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1999",6904.85216568377,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2000",7428.43854243499,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2001",7962.01364599587,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2002",9060.93020855852,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2003",10024.1464639513,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2004",11599.4369502705,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2005",12045.4504794737,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2006",13327.5711740671,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2007",13959.6065670771,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2008",15823.2323336808,
